"Landing page type","Landing page path","Online store visitors","Sessions","Sessions with cart additions","Sessions that reached checkout"
,"/en-ca/collections/new-arrivals-bottoms",1,1,0,0
,"/he-il/collections/eosale",1,1,0,0
,"/en-ch/products/brando-needle-cord-juniper",1,1,0,0
,"/en-at/cart",1,1,0,0
"Checkout","/checkouts/cn/hWNBup0cXH8IJMbqhyTtJwQL/en-us",1,1,1,1
,"/en-at/collections/brando-parisian-luxe",1,1,0,0
"Checkout","/checkouts/cn/hWN9QoE6Pu1XIqO7LBet2ZaU/en-us/stock-problems",1,1,1,1
,"/en-mx/collections/mvla",1,1,0,0
,"/en-cn/products/bond-shirt-leather-noir",1,1,0,0
,"/en-sa/products/hendrix-calabasas",1,1,0,0
,"/checkout/21851111488/cn/hWN7DswhTaflmlwmt2cP6TWk/en-us/shoppay",1,1,0,1
,"/en-mc/products/preston-noir",1,1,0,0
"Checkout","/checkouts/cn/hWN8kXXNvijYT5xqJmzWRooS/en-us",1,1,0,1
,"/en-mc/products/brando-linen-noir",1,1,0,0
"Product","/collections/skinny/products/greyson-noir",1,1,0,0
"Checkout","/orders/18eaae8764c66b7507c8d84d6ebfe1d3",1,1,0,0
,"/en-in/pages/about",1,1,0,0
,"/en-se/collections/eligible-2",1,1,0,0
,"/en-hk/pages/contact",1,1,0,0
"Checkout","/checkouts/cn/hWN7HRI7eXjqrQAvDdOhvpnm/en/thank-you",1,1,0,0
,"/en-sg/products/greyson-vintage-velvet-carbon",1,1,0,0
,"/fr-fr/products/preston-coated-noir",1,1,0,0
"Checkout","/orders/6bfe27086e086204db5fabcf60e9adae",1,1,0,0
,"/en-ie/products/brando-needle-cord-plum",1,1,0,0
"Checkout","/checkouts/cn/hWN7JH7HsMp5xZ4MB6yX412I/en-us",1,1,0,1
,"/checkout/21851111488/cn/hWN9QeM6zCc3zounQcjLfuLa/en-us/stock-problems",1,1,0,1
,"/en-nl/collections",1,1,0,0
,"/en-se/products/dann-shirt-noir",1,1,0,0
,"/es-mx/products/brando-french-terry-rodeo",1,1,0,0
,"/en-nl/products/dean-jacket-coated-noir",1,1,0,0
,"/en-de/products/brando-st-barths",1,1,0,0
,"/en-se/products/brando-short-mineral-green",1,1,0,0
"Checkout","/checkouts/cn/hWN8OZBlhbrZLc5k075OOFzV/en",1,1,0,1
,"/_web_preview/collections/sale-2",1,1,0,0
"Product","/products/brando-hollywood",1,1,0,0
"Checkout","/checkouts/cn/hWN9QoDD5o13GEjjUXMXLJBg/en-us/stock-problems",1,1,1,1
,"/en-in/products/ryder-sequin-noir",1,1,0,0
,"/_web_preview/pages/privacy-policy",1,1,0,0
"Checkout","/checkouts/cn/hWN7c5htdM75GRPcucy6EIie/en-us",1,1,0,1
,"/en-ca/collections/jackets/Jacket",1,1,0,0
,"/checkout/21851111488/cn/hWN95Qbbtf47jnYUXmiXIrZw/en-us/shoppay",1,1,0,1
,"/en-fr/pages/wholesale",1,1,0,0
,"/en-ca/products/deniro-mineral-green",1,1,0,0
,"/checkout/21851111488/cn/hWN8Fot4NLjA2DmZO2oJePMQ/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWN7Ac0hJN49Ew4m9B7ah2iA/en-pk",1,1,1,1
"Collection","/collections/greyson",1,1,0,0
"Checkout","/checkouts/cn/hWN9QoDKw22zpRZQ7V22poue/en-us/stock-problems",1,1,1,1
"Custom Page","/pages/ab-test--0",1,1,0,0
,"/en-sg/products/brando-velvet-saddle",1,1,0,0
"Checkout","/orders/b96c0d3f60337a341f11fcfd2165f44a",1,1,0,0
"Checkout","/checkouts/cn/hWN9QoCy62PC2bibdcAHKVkn/en-us/stock-problems",1,1,1,1
,"/en-be/products/deniro-mineral-green",1,1,0,0
"Checkout","/orders/738642ec5314a44ea013b0920ad0d13a",1,1,0,0
"Checkout","/checkouts/cn/hWNB36PK5GjvhaImdzU6g2C1/en/stock-problems",1,1,0,1
"Checkout","/orders/d97e8db7cceef14ab3694e1dd55beedf",1,1,0,0
,"/en-sg/collections/sateen",1,1,0,0
,"/es-es/collections/brando-slim-fit",1,1,0,0
,"/en-ie/products/brando-jade",1,1,0,0
,"/en-es/collections/denim",1,1,0,0
,"/en-in/pages/govx-id-military-discount",1,1,0,0
,"/checkout/21851111488/do/c10b407bd6141e16d816a933d285e847/en-us/shoppay",1,1,0,0
"Checkout","/checkouts/cn/hWNBdOxNvcYwsBK0pwDImZta/en-us",1,1,1,1
,"/pr=",1,1,0,0
,"/checkout/21851111488/cn/hWN7DyuM08m2ldIV83Eunecs/en-us/shoppay",1,1,0,1
,"/en-ca/products/greyson-antique-silver",1,1,0,0
,"/en-sg/products/dean-patent-noir",1,1,0,0
,"/en-mx/products/dann-long-crepe-taupe",1,1,0,0
,"/en-kr/products/brando-st-barths",1,1,0,0
,"/en-in/collections/rigid-denim",1,1,0,0
,"/en-ch/products/caine-valois",1,1,0,0
,"/en-ca/products/brando-cote-divoir",1,1,1,0
,"/en-kr/collections/eligible-2",1,1,0,0
"Checkout","/checkouts/cn/hWNAIcobXQdSKl3hmnISGIlU/en-us",1,1,0,1
,"/en-gb/collections/pierce",1,1,0,0
,"/en-au/products/brando-parisian-luxe-jade",1,1,0,0
"Checkout","/checkouts/cn/hWN7HEdaR2tclwRtsc5qgtYQ/en-us",1,1,0,1
,"/es-mx/products/bond-shirt-silk-ivory",1,1,0,0
,"/en-sg/products/dann-sage-stripe",1,1,0,0
,"/en-au/products/dann-noir-stripe",1,1,0,0
"Checkout","/checkouts/cn/hWNAHIL6LjRsdo6rxoeAGZov/en",1,1,0,1
"Checkout","/checkouts/cn/hWNA5XPl8KqmaH6i9jkmasU6/en-us/thank-you",1,1,0,0
,"/en-se/products/greyson-ash",1,1,0,0
,"/en-fr/products/greyson-coated-noir",1,1,0,0
"Checkout","/orders/bf86206a2971cff2973783f68949c465",1,1,0,0
,"/en-nz/collections/dann-relaxed",1,1,0,0
,"/en-it/products/bond-shirt-silk-ivory",1,1,0,0
,"/en-jp/products/brando-velvet-carbon",1,1,0,0
,"/en-be/collections/all-styles",1,1,0,0
"Checkout","/checkouts/cn/hWNAsYYAneuTe5SEVLzDchVQ/en-us",1,1,0,1
,"/en-de/collections/skinny",1,1,0,0
"Checkout","/checkouts/cn/hWNB619qs4eLzFnXBk2IKO1Z/en-us",1,1,0,1
"Product","/products/gre=",1,1,0,0
,"/checkout/21851111488/cn/hWN8n66m0EZVg2YRUh91N7GK/en-us/shoppay",1,1,0,1
,"/checkout/21851111488/cn/hWN7CMRRhsM95luxketwVwcU/en-ca/stock-problems",1,1,0,1
,"/checkout/21851111488/cn/hWN8Ir15NM0GVAy2nbxT7HNw/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWNBOgcuXJ5BNuNBbivsE2i8/en-us",1,1,0,1
"Custom Page","/pages/avada-sitemap-articles",1,1,0,0
"Product","/products/brando-distressed-le-mans",1,1,0,0
,"/en-nz/products/jeter-varsity-suede-carolina",1,1,0,0
"Checkout","/checkouts/cn/hWN9MDt5xX3UYsDR7xbfiUFN/en-us",1,1,0,1
"Custom Page","/pages/reviews",1,1,0,0
"Collection","/collections/noirstyles",1,1,0,0
"Checkout","/checkouts/cn/hWN9mP33o2SSeYLwsQ3nRxFS/en-us",1,1,0,1
"Checkout","/orders/0d1d39d4f5dc166a988e7f6d672904a4",1,1,0,0
"Checkout","/checkouts/cn/hWN9r8ID0Cs9UZoQequnKwe0/en-us",1,1,0,1
"Checkout","/checkouts/cn/hWNAbYTnHeCAkEr2vswH6aeY/en-us",1,1,0,1
,"/checkout/21851111488/cn/hWN8WJXjEndCU313aADHCjNo/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWNAkxldibOXKjvpjG2eJkfq/en-us",1,1,0,1
,"/checkout/21851111488/cn/hWN7cOWEZGldSJfVzEAJutjG/en-us/shoppay",1,1,0,1
,"/en-se/products/dean-suede-noir",1,1,0,0
,"/en-at/collections/archived",1,1,0,0
,"/checkout/21851111488/cn/hWN7A5sAis3993ICEhwyJ05a/en-us/shoppay",1,1,0,1
,"/en-mx/products/brando-needle-cord-juniper",1,1,0,0
"Checkout","/checkouts/cn/hWN7eHrKqCMCuuIR0UxKXCxm/en-us",1,1,0,1
,"/en-ca/products/brando-pico",1,1,0,0
,"/en-au/products/brando-parisian-luxe-navy",1,1,0,0
,"/en-ca/collections/t-shirts",1,1,0,0
,"/en-mc/collections/jackets/Jacket",1,1,0,0
,"/en-fr/collections/shirts",1,1,0,0
"Checkout","/checkouts/cn/hWN8OkeHHVbyWEFVh27yXBjO/en-us",1,1,0,1
,"/checkout/21851111488/cn/hWN7gn0VbioBVxrlctI56HCr/en-us/shoppay",1,1,0,1
,"/en-de/collections/bootcut",1,1,0,0
,"/checkout/21851111488/cn/hWNA6lGmwdo0T2LmcjcQxkKg/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWNAwjnkjnYHoPURg30bUWQM/en-us/thank-you",1,1,0,0
,"/en-fr/products/dean-jacket-velvet-bleu",1,1,0,0
"Checkout","/checkouts/cn/hWN7aD8AB5vqUEm4nDMz6yYs/en-us",1,1,0,1
"Checkout","/checkouts/cn/hWNAFAEQcZC2b4mZZ2yInofw/en-us",1,1,0,1
,"/en-de/products/maverick-carbon",1,1,0,0
,"/en-ie/collections/bottoms",1,1,0,0
,"/_web_preview/collections/t-shirts",1,1,0,0
,"/en-cn/products/jayden-sarcelle",1,1,0,0
"Checkout","/checkouts/cn/hWN8Ht0joChAem9YDGz0EmO8/en-us",1,1,0,1
,"/en-in/collections/cargo-pant",1,1,0,0
"Collection","/collections/essentials",1,1,0,0
"Checkout","/orders/74df817300e37c88024bbde250865f8d",1,1,0,0
,"/en-es/products/bond-shirt-silk-ivory",1,1,0,0
,"/en-cn/pages/collab",1,1,0,0
"Checkout","/checkouts/cn/hWN7lhI56YpLDlKsBQHx4bvs/en-us",1,1,0,1
,"/es-mx/collections/tops",1,1,0,0
"Checkout","/checkouts/cn/hWNAwjnkjnYHoPURg30bUWQM/en-us",1,1,0,1
,"/en-sg/products/eastwood-moon-rock",1,1,0,0
"Checkout","/orders/755c9fbc8a9a0569ad1c7726f6d6ee41",1,1,0,0
,"/en-it/collections/preston",1,1,0,0
"Checkout","/checkouts/ac/hWNBty33e86B40XdsqWzIW14/en-us",1,1,0,0
"Collection","/collections/cooper",1,1,0,0
"Checkout","/checkouts/cn/hWN8n2De7kP5tx6iSILjcYzq/en-us",1,1,0,1
,"/en-ca/products/greyson-rivoli",1,1,0,0
"Checkout","/checkouts/cn/hWN9Usr6ZNtFyY8sq9jMIzEv/en-us",1,1,0,0
,"/en-ch/products/kobe-short-saint-germain",1,1,0,0
,"/_web_preview/products/brando-indigo-1",1,1,0,0
"Checkout","/checkouts/cn/hWNB3vLpzMk6lcAjLUFpJcFG/en-us",1,1,0,1
"Checkout","/checkouts/cn/hWNBRJnCcUcnJXBUfdstit2Q/en-us",1,1,0,1
,"/en-jp/products/brando-vail",1,1,0,0
"Checkout","/checkouts/cn/hWNAGIf2nub8u5C3gIGkFAGH/en-us",1,1,0,1
,"/en-fr/products/mfvla1-short-indigo",1,1,0,0
,"/en-tw/products/jayden-sarcelle",1,1,0,0
,"/en-sg/products/brando-coral",1,1,0,0
,"/en-nl/collections/skinny",1,1,0,0
,"/en-ae/products/jalen-vintage-leopard",1,1,0,0
,"/en-cn/products/Brando%20Naples",1,1,0,0
,"/en-se/products/greyson-coated-noir",1,1,0,0
"Collection","/collections/core-bottoms-copy",1,1,0,0
"Checkout","/checkouts/cn/hWNBE55tzQHm5xPdgvFO3rYm/en-us",1,1,1,1
,"/en-sg/collections/new-arrivals-bottoms",1,1,0,0
,"/en-sg/products/deniro-mineral-green",1,1,0,0
,"/en-ca/products/brando-parisian-luxe-mocha",1,1,0,0
,"/checkout/21851111488/cn/hWNA0CQ48AQYBd9PpqDyMRuM/en-us/shoppay",1,1,0,1
"Product","/products/blake-navy",1,1,0,0
"Custom Page","/pages/accessibility",1,1,0,0
,"/en-de/products/dann-noir-stripe-1",1,1,0,0
,"/en-ch/products/maverick-silk-steel-blue",1,1,0,0
"Checkout","/checkouts/cn/hWN7XXEaQVDpILMFwJjafEuY/en/thank-you",1,1,0,0
,"/checkout/21851111488/cn/hWN9U8ZR6pbAMLVXhKoPONyD/en-us/shoppay",1,1,0,1
,"/en-sa/products/caine-mf-leopard-flock",1,1,0,0
,"/en-de/products/brando-noir",1,1,0,0
"Checkout","/checkouts/cn/hWN9oK32hU6DhoZenHwFuN85/en-us",1,1,0,1
"Checkout","/checkouts/cn/hWN8flxB7qPefMRwLgEtZOni/en-us/thank-you",1,1,0,0
,"/checkout/21851111488/cn/hWN7rlYuw6BovDlxftqT5zyT/en-us/shoppay",1,1,1,1
"Checkout","/orders/816c85f38bb2a22f1c63731b83db5132",1,1,1,1
,"/en-in/collections/comfort-twill",1,1,0,0
,"/en-ca/products/dean-vintage-carbon",1,1,0,0
,"/checkout/21851111488/cn/hWN9QeM6zCc3zounQcjLfuLa/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWN7XeIzy84RD4rFLcK4FM1g/en-us",1,1,0,1
,"/en-mx/products/brando-parisian-luxe-army",1,1,0,0
"Checkout","/orders/6ea7ee33c8e2a7cb6588f27f32fb7c45",1,1,0,0
,"/fr-fr/products/greyson-tinted-indigo-1",1,1,0,0
"Checkout","/checkouts/cn/hWN8snaOSZFe514ly1sSB68H/en",1,1,0,1
,"/checkout/21851111488/cn/hWN8da7YlvaFJcczl4yA3gmn/en-us/shoppay",1,1,0,1
"Collection","/collections/eos20",1,1,0,0
,"/en-ca/collections",1,1,0,0
,"/ja-jp/products/bond-polo-fuchsia",1,1,0,0
,"/en-sg/products/pierce-terry-noir",1,1,0,0
"Checkout","/checkouts/cn/hWN89T7pcbtwKlFQOJAw3F7C/en-us",1,1,1,1
"Checkout","/checkouts/cn/hWNALGl0Z1WASzFcWSB1dMg6/en-us/thank-you",1,1,0,0
,"/en-mx/products/brando-cote-divoir",1,1,0,0
,"/en-ae/products/dean-patent-noir",1,1,0,0
,"/en-hk/pages/govx-id-military-discount",1,1,0,0
,"/en-au/pages/meetmonfrere-copy-copy",1,1,0,0
,"/en-at/products/eastwood-oxblood",1,1,0,0
,"/checkout/21851111488/cn/hWN7EyX26Z1Xrz5cQuKfgx9e/en-us/shoppay",1,1,0,1
,"/en-hk/products/brando-parisian-luxe-lagoon",1,1,0,0
,"/en-hk/products/brando-jade",1,1,0,0
"Checkout","/checkouts/cn/hWN9QoEdghIMjo2rvsFqPTKa/en-us/stock-problems",1,1,1,1
"Checkout","/checkouts/cn/hWN8bUKZr446e1D7gkOh5Dus/en-us/stock-problems",1,1,1,1
"Checkout","/checkouts/cn/hWN7eRmrtqJKScn2fCmLJLdA/en-us/",1,1,0,1
,"/en-tw/products/preston-coated-noir",1,1,1,0
,"/en-in/products/cruise-coral",1,1,0,0
,"/en-hr/products/dann-teak",1,1,0,0
,"/en-de/products/caine-espresso",1,1,0,0
,"/checkout/21851111488/cn/hWN8TnFKGp8lI6KtYEkBnKWA/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWNAChJc2Ul1XI752r8n4g4o/en-us",1,1,0,1
"Checkout","/orders/5645428e0157a21cd59f1783fc39d498",1,1,0,0
,"/en-ca/products/long-sleeve-tee-ribbed-noir",1,1,0,0
,"/en-tw/products/greyson-oakland",1,1,0,0
,"/en-nz/products/hendrix-calabasas",1,1,0,0
,"/_web_preview/products/brando-parisian-luxe-twilight",1,1,0,0
"Checkout","/checkouts/cn/hWNBG1XwVot0673xPU1rf4T3/en",1,1,0,1
"Checkout","/checkouts/cn/hWN7g6x730tHagxWwm6AomSg/en-np",1,1,0,1
"Checkout","/checkouts/cn/hWN8QXPgG6rCV2bjixEV3jAG/en-us",1,1,0,1
"Checkout","/orders/8951a4c45ebcb5b74d34e43c911718a5",1,1,0,0
,"/en-sg/products/brando-nimes",1,1,0,0
,"/)",1,1,0,0
,"/es-es/collections/core",1,1,0,0
"Checkout","/checkouts/cn/hWN7lhM3UZof4NvODJjb3zc8/en-us",1,1,0,1
"Checkout","/checkouts/cn/hWN96nI3zbtTczxHUFFIs8u8/en-us",1,1,1,1
"Checkout","/checkouts/cn/hWN8IPHqV5LgmnMwfhG7RqHy/en-us",1,1,1,1
"Checkout","/checkouts/cn/hWNAoSMhMAcvgB7D6ZPxWNcX/en-us/",1,1,0,1
,"/en-sg/products/west-coated-noir",1,1,0,0
,"/es-mx/collections/mfvla",1,1,0,0
,"/en-au/collections/fall-winter",1,1,0,0
"Product","/products/cruise-zebra",1,1,0,0
,"/en-ca/collections/new-arrivals-1",1,1,0,0
,"/product=",1,1,0,0
,"/en-es/collections/jackets",1,1,0,0
"Checkout","/checkouts/cn/hWN7OJFzuhkXic8aADfxdKTK/en-us/stock-problems",1,1,0,1
,"/en-au/products/brando-medium-indigo-1",1,1,0,0
,"/en-mx/pages/shipping-policy%20OR%20https:/monfrere-fashion.myshopify.com/policies/shipping-policy",1,1,0,0
"Checkout","/checkouts/cn/hWNB3AOF8o8hQOQfjfr4WmG1/en/stock-problems",1,1,0,1
,"/en-mx/products/brando-needle-cord-plum",1,1,0,0
,"/en-il/products/brando-short-vintage-blanc",1,1,0,0
,"/checkout/21851111488/do/065dabf920c14d879c418bbd87217723/en-us/shoppay",1,1,0,0
,"/checkout/21851111488/cn/hWN8fmEouoW7jyjoA4iCQGt0/en-us/shoppay",1,1,0,1
,"/en-cn/collections/leather",1,1,0,0
,"/en-be/collections/parisian-luxe",1,1,0,0
,"/en-au/products/brando-naples",1,1,0,0
,"/en-hk/products/cruise-noir",1,1,0,0
,"/en-hk/collections/sale-tops",1,1,0,0
,"/en-nz/products/tactical-needle-cord-noir",1,1,0,0
"Checkout","/checkouts/cn/hWN9uZjFCjBz9RYbxKIwB2Qd/en-pt",1,1,0,1
"Checkout","/checkouts/cn/hWNA8zWRzdGjJKZZ2WcweGLC/en-us",1,1,0,1
,"/en-cn/products/brando-needle-cord-juniper",1,1,0,0
"Checkout","/checkouts/cn/hWN9QoCEyfv7ljNecmnSPalt/en-us/stock-problems",1,1,1,1
,"/en-cn/pages/thank-you",1,1,0,0
,"/en-ie/products/maverick-suede-noir",1,1,0,0
,"/checkout/21851111488/cn/hWN8Ym9Ca84TbRAPl4bGt4iY/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWN8L6Zs02BwgsqldNOkrmmm/en-us",1,1,0,1
,"/en-cn/products/8938624483578",1,1,0,0
,"/en-mc/collections/final",1,1,0,0
,"/en-hr/products/dann-carbon",1,1,0,0
,"/en-be/products/brando-cote-divoir",1,1,0,0
,"/es-mx/collections/cargo-pant",1,1,0,0
,"/checkout/21851111488/cn/hWN8gEgM6qDWYfsQO5WMD9uS/en/shoppay",1,1,0,1
,"/en-ca/products/dean-neddle-cord-noir-sherpa",1,1,0,0
,"/en-gb/products/bond-shirt-beverly-hills",1,1,0,0
,"/en-kr/collections/brushed-denim",1,1,0,0
"Checkout","/checkouts/cn/hWN9ZZzZkYkCV1fzwGbsnmnh/en",1,1,0,1
,"/en-ca/products/bond-shirt-beverly-hills",1,1,1,0
"Checkout","/checkouts/cn/hWNBRCuMru7js8h3aESL8XYn/en-us",1,1,0,1
,"/checkout/21851111488/cn/hWNA2JTUDtlbH8xrx2hFF5O6/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWN7lp8oAEfYK2glOwlXaTjN/en-us/",1,1,0,1
,"/en-tw/pages/privacy-policy",1,1,0,0
,"/en-sg/products/brando-parisian-luxe-jade",1,1,0,0
,"/en-ch/collections/bottoms",1,1,0,0
,"/en-nz/products/brando-linen-noir",1,1,0,0
,"/en-ca/products/noah-suede-cool-grey",1,1,0,0
"Checkout","/checkouts/cn/hWN8Mmrb4Pa4yOFnXwFE3E3e/en-us",1,1,1,1
"Checkout","/orders/03f99b711222fb0d6898ec312533cc76",1,1,0,0
,"/en-kr/products/dean-sarcelle",1,1,0,0
"Checkout","/checkouts/cn/hWN8vNzAvE649HsFVIO0gXeU/en-us",1,1,0,1
,"/en-dk/products/brando-vail",1,1,0,0
,"/_web_preview/pages/meetmonfrere",1,1,0,0
"Customer Account","/account/forgot",1,1,0,0
,"/en-sg/products/deniro-teak",1,1,0,0
,"/fr-fr/collections/viscose",1,1,0,0
,"/en-fr/pages/editorials",1,1,0,0
,"/en-jp/products/dean-distressed-vintage-blanc",1,1,0,0
,"/en-se/products/jeter-varsity-suede-carolina",1,1,0,0
,"/en-gb/products/brando-belmar",1,1,0,0
"Checkout","/orders/a0ee98790677730a6c776595a3a1e8b8",1,1,0,0
,"/checkout/21851111488/cn/hWN8ydQvxZ0L3haiZpjZ4HGq/en-us/shoppay",1,1,0,1
,"/en-be/products/brando-dune",1,1,0,0
,"/he-il/products/brando-noir",1,1,0,0
,"/en-at/products/deniro-noir",1,1,0,0
"Product","/products/holiday-gift-card",1,1,0,0
,"/en-ca/collections/jeans",1,1,0,0
,"/_/service_worker/63a0/sw_iframe.html",1,1,0,0
,"/en-tw/products/brando-indigo-1",1,1,0,0
,"/checkout/21851111488/cn/hWN8tyXXUYST9wJBkkceQgjA/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWNBn7LVQto7G47dBrog4fQH/en",1,1,0,1
,"/en-se/collections/comfort-twill",1,1,0,0
"Checkout","/checkouts/cn/hWN77GeFmu7ZoDK7wc4ET5rW/en-gt",1,1,0,1
,"/en-hk/products/cruise-blanc",1,1,0,0
"Collection","/collections/brando-denim",1,1,0,0
,"/en-jp/collections/new-arrivals-1",1,1,0,0
"Checkout","/checkouts/cn/hWN1dXLwF4qRiFqzwqi4LwKm",1,1,0,0
,"/en-sg/collections/jackets",1,1,0,0
"Collection","/collections/bond-short",1,1,0,0
,"/en-in/products/dann-long-slv-vintage-blanc",1,1,0,0
,"/checkout/21851111488/cn/hWN7jBu0nbWm2RnQA7H3549Y/en-us/shoppay",1,1,0,1
,"/en-au/products/noah-suede-noir",1,1,0,0
,"/en-in/products/greyson-tinted-indigo-1",1,1,0,0
,"/en-kr/products/eastwood-needle-cord-plum",1,1,0,0
,"/en-in/products/greyson-noir-leopard",1,1,0,0
,"/checkout/21851111488/cn/hWN8IGjVm2rbNcsL3oRMzJNC/en-us/shoppay",1,1,0,1
,"/checkout/21851111488/cn/hWN9KLXJzxvftu4hx1z0QRgQ/en-us/shoppay",1,1,0,1
,"/es-es/collections/summer-25",1,1,0,0
,"/en-tw/products/milano-noir",1,1,0,0
,"/checkout/21851111488/cn/hWN8iO1diSqcLoKLiZCL9ds9/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWN7hEivQLa6nehcoRIxgV6n/en/stock-problems",1,1,0,1
,"/en-jp/products/mfvla-fuschia",1,1,0,0
"Checkout","/checkouts/cn/hWNAnEeP9uQb9X9sOGJp6BDG/en-us",1,1,0,1
"Checkout","/checkouts/cn/hWN8tyXXUYST9wJBkkceQgjA/en-us",1,1,0,1
,"/en-nl/collections/upsell-shorts",1,1,0,0
,"/en-se/collections/shirts",1,1,0,0
"Checkout","/checkouts/cn/hWN7cNBKqlAnwjljEkBMLcdc/en-us",1,1,0,1
"Custom Page","/pages/about-us%20OR%20https:/monfrere-fashion.myshopify.com/pages/about",1,1,0,0
,"/en-gb/collections/ready-to-wear",1,1,0,0
,"/apps/redo/returns-portal/orders/6830e182acb23bea7830fe2a",1,1,0,0
"Custom Page","/pages/ccpa-privacy-policy",1,1,0,0
,"/en-ch/collections/bond-polo-crepe",1,1,0,0
,"/en-es/products/brando-parisian-luxe-faded-blue",1,1,0,0
"Product","/products/deniro-dark-indigo",1,1,0,0
,"/en-mx/collections/bottoms",1,1,0,0
,"/en-cn/products/8779330191610",1,1,0,0
,"/en-ca/collections/stretch-denim-1",1,1,0,0
,"/en-ca/products/brando-parisian-luxe-khaki",1,1,1,1
"Checkout","/checkouts/cn/hWNBFts8uqFHhky74Edltt9V/en",1,1,0,1
,"/es-es/products/bond-short-leather-noir",1,1,0,0
,"/en-fr/products/brando-velvet-noir-1",1,1,0,0
"Checkout","/checkouts/cn/hWN8da7YlvaFJcczl4yA3gmn/en-us",1,1,0,1
,"/en-de/products/brando-parisian-luxe-khaki",1,1,0,0
"Checkout","/orders/680be154e8dad0c5ef3675dc71b274aa",1,1,0,0
"Checkout","/checkouts/cn/hWN8DxmyRKAlF1W0VTTQrMIr/en",1,1,0,1
,"/checkout/21851111488/cn/hWN7Pqs6JgUSj9MprDTaNyQU/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWN7J2N2VKx3Y0Nks39IKMMs/en/thank-you",1,1,0,0
"Checkout","/orders/f74920d60c6fb539f49af47de144b122",1,1,0,0
,"/en-mx/products/dann-relaxed-t-velvet-noir",1,1,0,0
,"/en-jp/collections/dean-denim-jacket",1,1,0,0
"Checkout","/checkouts/cn/hWN8Fr2eOQ2kVJhMnapKuWSQ/en-us",1,1,1,1
,"/en-nl/collections/butter-suede",1,1,0,0
,"/en-in/products/preston-blanc",1,1,0,0
,"/en-kr/products/deniro-ink",1,1,0,0
,"/en-kr/collections/all-styles",1,1,0,0
"Checkout","/checkouts/cn/hWN7hgBYHm2FFrMNeUmdfSOQ/en-us/thank-you",1,1,0,0
,"/en-sg/products/pierce-blanc",1,1,0,0
,"/en-gb/products/greyson-tinted-indigo-1",1,1,0,0
,"/en-mx/products/greyson-noir",1,1,0,0
,"/_web_preview/pages/collab",1,1,0,0
"Checkout","/checkouts/cn/hWN9T7jCEcNEmMErKvzUzBY1/en-us",1,1,0,1
"Checkout","/checkouts/cn/hWN9QoDmoLlJ0j1pkPERIcqo/en-us/stock-problems",1,1,1,1
,"/en-gb/products/greyson-toulouse",1,1,0,0
,"/checkout/21851111488/cn/hWN9xjxlBaNRmzh5fTpEB54K/en-us/shoppay",1,1,0,1
,"/_web_preview/pages/faqs",1,1,0,0
,"/fr-fr/collections/jackets/Jacket",1,1,0,0
"Checkout","/checkouts/cn/hWNA6iV5vMdsBWsZMji6AIrK/en-co",1,1,0,1
,"/checkout/21851111488/cn/hWNBRUg7aLxWjct41r7WWJiq/en-us/shoppay",1,1,0,1
"Checkout","/checkouts/cn/hWN9p4ETv0QrBsIIlKKp76Wn/en-us",1,1,0,1
,"/en-ca/products/caine-acid-carbon",1,1,0,0
,"/en-mx/products/brando-ink",1,1,0,0
,"/en-sg/collections/cruise-chino-short",1,1,0,0
,"/en-gb/products/dean-blanc-leather",1,1,0,0
,"/en-cn/products/4441501794368",1,1,0,0
,"/_web_preview/collections/eosale",1,1,0,0
,"/en-ie/products/dean-suede-noir",1,1,0,0
,"/checkout/21851111488/cn/hWN8Uo0IbOATof1SfBQgj6BE/en-us/shoppay",1,1,0,1
,"/en-mc/products/jagger-distressed-noho-skyfall",1,1,0,0
"Checkout","/checkouts/cn/hWN7HmgKrLF4tpQmSR3YymJ8/en-pk",1,1,1,1
,"/checkout/21851111488/do/9fea42e951490efaa4e74582adbc392d/en-us/shoppay",1,1,0,0
"Product","/products/greyson-memphis",1,1,0,0
,"/en-sg/pages/avada-sitemap-blogs",1,1,0,0
"Checkout","/checkouts/cn/hWN8boOZ3p0wjl0Kb7EfRXY9/en-us/stock-problems",1,1,1,1
"Checkout","/orders/e90767eb38b92964091d94101bdcc7a1",1,1,0,0
,"/en-hk/products/brando-belmar",1,1,0,0
"Checkout","/checkouts/cn/hWN7R3QLHTeFEP6CAZ2R8pgQ/en-np",1,1,0,1
,"/en-sg/collections/fps",1,1,0,0
,"/_web_preview/pages/welcome-page",1,1,0,0
,"/ja-jp/pages/stockists",1,1,0,0
,"/en-mc/products/bond-polo-crepe-noir",1,1,0,0
