# ----------------------------------------
# Traffic acquisition: Session primary channel group (Default Channel Group)
# Account: MONFRERE
# Property: MONFRERE
# ----------------------------------------
# 
# All Users
# Start date: 20240101
# End date: 20241231
Session primary channel group (Default Channel Group),Week,Sessions,Engaged sessions,Engagement rate,Average engagement time per session,Events per session,Event count,Key events,Session key event rate,Total revenue
Unassigned,08,8,0,0,39.375,1.875,15,0,0,0
Cross-network,29,7,5,0.7142857142857143,4.857142857142857,6.142857142857143,43,0,0,0
Organic Shopping,23,7,7,1,15.142857142857142,8.428571428571429,59,0,0,0
Organic Shopping,25,7,7,1,30,12.714285714285714,89,0,0,0
Organic Shopping,29,7,7,1,85.14285714285714,29,203,1,0.14285714285714285,278.6
Paid Other,09,7,5,0.7142857142857143,3.857142857142857,4.428571428571429,31,0,0,0
Paid Other,13,7,7,1,11.285714285714286,7.428571428571429,52,0,0,0
Paid Other,16,7,7,1,9.142857142857142,5.857142857142857,41,0,0,0
Paid Search,07,7,5,0.7142857142857143,232.71428571428572,18.714285714285715,131,0,0,0
Paid Search,19,7,6,0.8571428571428571,10.285714285714286,8.428571428571429,59,0,0,0
Paid Search,38,7,7,1,26.142857142857142,20.142857142857142,141,0,0,0
Paid Shopping,45,7,7,1,14,8.428571428571429,59,0,0,0
Paid Social,29,7,7,1,12.142857142857142,11.857142857142858,83,0,0,0
Paid Video,44,7,6,0.8571428571428571,10.857142857142858,4.285714285714286,30,0,0,0
Display,04,6,1,0.16666666666666666,7.5,3.5,21,0,0,0
Organic Shopping,05,6,5,0.8333333333333334,219,47.5,285,0,0,0
Organic Shopping,17,6,6,1,1.8333333333333333,4.166666666666667,25,0,0,0
Paid Search,36,6,6,1,25.166666666666668,17,102,0,0,0
Paid Shopping,44,6,6,1,6.166666666666667,7.166666666666667,43,0,0,0
Paid Social,30,6,6,1,53,19.333333333333332,116,0,0,0
Paid Social,31,6,6,1,47.833333333333336,13.5,81,0,0,0
Mobile Push Notifications,50,5,5,1,9.8,11.2,56,0,0,0
Organic Shopping,30,5,4,0.8,186,24.2,121,0,0,0
Paid Search,39,5,4,0.8,10.6,10.8,54,0,0,0
Paid Shopping,52,5,5,1,60.4,27.8,139,1,0.2,49.6
Unassigned,01,5,0,0,661.8,22.6,113,0,0,0
Unassigned,07,5,0,0,98.2,30.8,154,0,0,0
Display,05,4,1,0.25,0,2.5,10,0,0,0
Organic Shopping,02,4,4,1,102.5,23,92,0,0,0
Organic Shopping,10,4,4,1,29.5,10.25,41,0,0,0
Organic Shopping,20,4,3,0.75,5.75,7.75,31,0,0,0
Paid Other,03,4,2,0.5,0.25,3.75,15,0,0,0
Paid Search,37,4,3,0.75,19.5,14.75,59,0,0,0
Paid Search,40,4,4,1,134.75,64.5,258,1,0.25,155.52
Paid Social,35,4,4,1,2.25,7.5,30,0,0,0
Unassigned,06,4,0,0,24.25,1.5,6,0,0,0
Cross-network,39,3,3,1,28,26.333333333333332,79,0,0,0
Cross-network,43,3,3,1,147,22,66,0,0,0
Mobile Push Notifications,51,3,3,1,49.666666666666664,17,51,0,0,0
Organic Shopping,01,3,2,0.6666666666666666,68.66666666666667,18,54,1,0.3333333333333333,88
Organic Shopping,09,3,3,1,63.666666666666664,15,45,0,0,0
Paid Search,30,3,2,0.6666666666666666,14.333333333333334,6,18,0,0,0
Paid Shopping,34,3,3,1,17.666666666666668,7.666666666666667,23,0,0,0
Paid Shopping,37,3,3,1,11.666666666666666,10,30,0,0,0
Paid Shopping,50,3,3,1,11,10,30,0,0,0
Paid Social,44,3,3,1,27.666666666666668,20,60,0,0,0
Paid Social,45,3,3,1,2,14.333333333333334,43,0,0,0
Paid Social,48,3,3,1,2,8.666666666666666,26,0,0,0
Paid Video,45,3,3,1,7.333333333333333,5.666666666666667,17,0,0,0
Cross-network,38,2,2,1,145.5,61.5,123,1,0.5,39.6
Cross-network,44,2,2,1,0,6,12,0,0,0
Cross-network,45,2,2,1,286,61,122,1,0.5,262.9
Mobile Push Notifications,47,2,2,1,54.5,15,30,0,0,0
Mobile Push Notifications,49,2,2,1,4,7,14,0,0,0
Organic Shopping,21,2,2,1,0,4,8,0,0,0
Organic Shopping,40,2,2,1,42.5,15.5,31,0,0,0
Paid Other,17,2,2,1,16,9.5,19,0,0,0
Paid Shopping,36,2,2,1,9,7.5,15,0,0,0
Paid Shopping,46,2,1,0.5,0,4,8,0,0,0
Paid Shopping,47,2,2,1,85,32,64,0,0,0
Paid Social,14,2,2,1,1,5,10,0,0,0
Paid Social,34,2,2,1,132.5,32,64,0,0,0
Paid Social,47,2,1,0.5,8,13,26,0,0,0
Paid Social,49,2,2,1,0,6,12,0,0,0
Cross-network,40,1,1,1,315,69,69,2,1,130.71
Display,44,1,1,1,0,3,3,0,0,0
Display,45,1,1,1,0,5,5,0,0,0
Mobile Push Notifications,48,1,1,1,184,6,6,0,0,0
Mobile Push Notifications,52,1,1,1,0,6,6,0,0,0
Paid Shopping,01,1,1,1,2,5,5,0,0,0
Paid Shopping,33,1,1,1,0,7,7,0,0,0
Paid Shopping,35,1,1,1,5,8,8,0,0,0
Paid Shopping,39,1,1,1,20,4,4,0,0,0
Paid Shopping,49,1,1,1,0,7,7,0,0,0
Paid Shopping,53,1,1,1,24,8,8,0,0,0
Paid Social,41,1,0,0,0,3,3,0,0,0
Paid Social,42,1,1,1,0,9,9,0,0,0
Paid Social,43,1,1,1,25,35,35,0,0,0
Paid Video,46,1,1,1,0,4,4,0,0,0
Paid Video,47,1,1,1,1,6,6,0,0,0
Paid Video,48,1,1,1,0,4,4,0,0,0
Paid Video,49,1,1,1,67,5,5,0,0,0
Paid Video,51,1,1,1,0,4,4,0,0,0
